year,county_name,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_black_or_a,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_
2017,Lincoln County; Georgia,7768,3651,4117,88.7,427,407,379,473,395,773,846,1069,681,630,1060,487,141,47.9,1506,6469,6262,6016,2080,1688,6262,3026,3236,93.5,1688,767,921,83.3,7768,7728,40,7728,5160,2503,4,0,0,0,4,18,0,13,181,10,0,0,0,8,0,2,0,2,0,0,41,40,6,14,14,6,7768,5194,2515,24,32,2,41,7768,119,81,4,0,34,7649,5082,2503,4,18,2,0,40,0,40,4857,6225,3000,3225
2017,Murray County; Georgia,39444,19397,20047,96.8,2447,2919,2846,2649,2566,4909,5290,5729,2569,2245,3403,1504,368,37.6,9993,30582,29451,28079,6521,5275,29451,14410,15041,95.8,5275,2366,2909,81.3,39444,39048,396,39048,38120,380,30,10,0,0,0,143,0,13,213,14,28,8,11,82,0,0,0,0,0,0,375,396,113,226,55,0,39444,38516,495,258,198,0,375,39444,5658,4264,152,190,1052,33786,32865,380,30,143,0,0,368,0,368,16028,27426,13395,14031
2017,Muscogee County; Georgia,198647,97309,101338,96.0,14793,13290,13614,13307,15761,32452,24786,23753,12408,10216,13783,7360,3124,33.7,49389,154647,149258,140126,29543,24267,149258,72174,77084,93.6,24267,9609,14658,65.6,198647,190950,7697,190950,88471,90593,749,170,0,0,2,4747,1437,13,215,412,459,191,1373,116,759,306,0,76,183,47,6084,7697,3225,495,1359,98,198647,94731,95358,1643,7036,614,7423,198647,14881,7580,3415,207,3679,183766,81594,89371,681,4712,306,987,6115,248,5867,84150,144186,69470,74716
2017,Pulaski County; Georgia,11396,4942,6454,76.6,347,581,500,698,804,1650,1540,1633,837,682,1290,657,177,43.1,1940,9849,9456,9029,2618,2124,9456,3943,5513,71.5,2124,922,1202,76.7,11396,11229,167,11229,7226,3959,21,21,0,0,0,0,0,13,235,0,0,0,0,0,0,0,0,0,0,0,23,167,4,124,0,0,11396,7393,3963,145,0,0,62,11396,406,177,22,63,144,10990,6843,3959,21,0,0,5,162,34,128,4797,9421,3914,5507
2017,Rabun County; Georgia,16354,8126,8228,98.8,712,843,704,880,913,1628,1849,2070,1191,1296,2589,1173,506,48.8,2851,13918,13503,13030,5132,4268,13503,6663,6840,97.4,4268,2022,2246,90.0,16354,16171,183,16171,15081,325,79,79,0,0,0,133,126,13,241,3,0,4,0,0,0,0,0,0,0,0,553,183,5,101,8,0,16354,15264,351,201,141,28,573,16354,1320,1015,71,38,196,15034,14237,303,79,133,0,160,122,0,122,12568,12891,6289,6602
2017,Stewart County; Georgia,5832,3618,2214,163.4,198,200,190,447,481,1211,781,758,357,321,411,369,108,37.0,832,5123,5000,4656,1076,888,5000,3195,1805,177.0,888,386,502,76.9,5832,5683,149,5683,1618,2932,15,0,0,0,0,129,36,13,259,61,0,0,0,0,32,0,0,0,0,0,989,149,32,2,8,0,5832,1759,2964,17,161,8,1088,5832,1182,510,8,32,632,4650,1506,2932,10,129,0,31,42,0,42,2355,3239,1450,1789
2017,Towns County; Georgia,11173,5272,5901,89.3,408,268,542,862,960,769,850,1181,767,810,2048,1242,466,53.3,1521,9879,9652,8818,4294,3756,9652,4514,5138,87.9,3756,1715,2041,84.0,11173,10947,226,10947,10691,135,66,0,4,0,0,25,25,13,281,0,0,0,0,0,0,0,0,0,0,0,30,226,59,140,16,4,11173,10913,198,210,41,0,37,11173,163,52,50,29,32,11010,10613,113,33,25,0,0,226,7,219,8055,9532,4459,5073
2017,Treutlen County; Georgia,6752,3394,3358,101.1,463,368,421,312,424,914,781,915,488,379,682,480,125,40.8,1435,5440,5317,5138,1566,1287,5317,2720,2597,104.7,1287,620,667,93.0,6752,6733,19,6733,4707,2007,0,0,0,0,0,0,0,13,283,0,0,0,0,0,0,0,0,0,0,0,19,19,6,4,0,9,6752,4717,2022,13,0,0,19,6752,143,49,30,0,64,6609,4590,2000,0,0,0,0,19,0,19,3340,5184,2628,2556
2017,Turner County; Georgia,8036,3937,4099,96.0,510,481,643,450,397,897,1121,1023,510,487,905,421,191,40.2,1998,6292,6038,5826,1810,1517,6038,2940,3098,94.9,1517,629,888,70.8,8036,7984,52,7984,4449,3449,19,8,0,0,0,32,20,13,287,0,0,0,0,0,12,0,0,0,0,0,35,52,48,4,0,0,8036,4501,3497,23,32,0,35,8036,368,308,44,0,16,7668,4393,3172,19,32,0,0,52,0,52,3901,5894,2857,3037
2017,Irwin County; Georgia,9278,4767,4511,105.7,417,599,669,677,556,1088,1353,1175,574,483,885,634,168,39.7,2047,7491,7231,6771,1870,1687,7231,3699,3532,104.7,1687,741,946,78.3,9278,9033,245,9033,6367,2605,0,0,0,0,0,45,0,13,155,40,5,0,0,0,0,0,0,0,0,0,16,245,154,68,0,0,9278,6612,2759,68,45,0,39,9278,116,77,17,0,22,9162,6275,2597,0,45,0,0,245,23,222,4060,7227,3695,3532
2017,Atkinson County; Georgia,8313,4112,4201,97.9,582,621,853,503,512,1110,1010,1095,576,413,731,263,44,34.9,2319,6164,5994,5699,1315,1038,5994,2989,3005,99.5,1038,474,564,84.0,8313,8239,74,8239,5962,1499,59,59,0,0,0,0,0,13,003,0,0,0,0,0,0,0,0,0,0,0,719,74,16,3,8,5,8313,6021,1530,67,8,0,761,8313,2048,1823,17,0,208,6265,4708,1482,59,0,0,9,7,0,7,3502,5245,2524,2721
2017,Appling County; Georgia,18471,9090,9381,96.9,1331,1433,1121,1277,943,2308,2015,2590,1245,1213,1825,884,286,39.3,4635,14387,13836,13101,3696,2995,13836,6842,6994,97.8,2995,1339,1656,80.9,18471,18221,250,18221,14062,3299,103,0,0,0,0,156,0,13,001,53,57,46,0,0,0,0,0,0,0,0,601,250,224,24,0,0,18471,14312,3523,127,156,2,601,18471,1798,1604,19,0,175,16673,12865,3299,103,156,0,0,250,0,250,8536,13387,6567,6820
2017,Bacon County; Georgia,11279,5599,5680,98.6,755,910,809,709,642,1431,1557,1392,745,665,1000,507,157,37.6,2909,8625,8370,8035,1991,1664,8370,4108,4262,96.4,1664,715,949,75.3,11279,11022,257,11022,9060,1642,0,0,0,0,0,105,86,13,005,6,13,0,0,0,0,24,24,0,0,0,191,257,106,23,50,9,11279,9239,1826,32,155,48,236,11279,957,828,123,6,0,10322,8306,1642,0,105,24,0,245,45,200,4806,7903,3782,4121
2017,Brantley County; Georgia,18411,9070,9341,97.1,1112,1556,1031,1180,1135,2122,2260,2613,1610,1034,1747,792,219,40.3,4507,14385,13904,13220,3344,2758,13904,6770,7134,94.9,2758,1286,1472,87.4,18411,18143,268,18143,17243,697,35,15,0,0,0,127,0,13,025,127,0,0,0,0,0,25,22,0,3,0,16,268,113,73,0,0,18411,17429,892,108,161,25,64,18411,389,119,153,0,117,18022,17057,572,15,127,25,13,213,0,213,8112,13772,6673,7099
2017,Ben Hill County; Georgia,17272,8259,9013,91.6,1174,1044,1502,1295,845,1948,2235,2152,1095,1252,1631,788,311,39.0,4407,13378,12865,12159,3477,2730,12865,6002,6863,87.5,2730,1096,1634,67.1,17272,17162,110,17162,10369,6257,0,0,0,0,0,27,0,13,017,0,0,0,0,0,27,8,8,0,0,0,501,110,19,51,0,0,17272,10444,6291,51,42,28,526,17272,1044,931,39,0,74,16228,9760,6246,0,27,8,102,85,0,85,7948,12517,5764,6753
2017,Burke County; Georgia,22645,10752,11893,90.4,1620,1560,1802,1553,1447,2788,2526,2996,1813,1347,2010,870,313,37.4,5948,17353,16697,15726,3897,3193,16697,7777,8920,87.2,3193,1371,1822,75.2,22645,22484,161,22484,10955,11119,6,6,0,0,0,63,35,13,033,12,7,0,0,9,0,0,0,0,0,0,341,161,19,7,21,0,22645,11049,11156,13,133,49,406,22645,699,526,84,31,58,21946,10652,11115,6,58,0,0,115,19,96,9961,16455,7597,8858
2017,Catoosa County; Georgia,65870,31953,33917,94.2,3630,4151,4788,4362,3858,8019,8817,9254,4239,4056,6383,3469,844,39.6,15488,52304,50382,48216,13227,10696,50382,23708,26674,88.9,10696,4620,6076,76.0,65870,64465,1405,64465,61071,1579,132,88,0,0,0,927,93,13,047,220,103,37,90,242,142,21,0,0,21,0,735,1405,507,405,198,68,65870,62348,2354,647,1274,21,771,65870,1885,1180,203,82,420,63985,60207,1487,132,852,21,0,1286,0,1286,27115,49624,23309,26315
2017,Chattahoochee County; Georgia,11096,7455,3641,204.8,952,725,572,1276,2623,2427,1048,621,207,236,278,124,7,23.7,2471,8736,8625,7090,540,409,8625,6167,2458,250.9,409,170,239,71.1,11096,10565,531,10565,7752,2089,90,58,0,0,0,321,43,13,053,47,117,0,54,16,44,25,0,0,0,25,288,531,162,59,82,0,11096,8174,2367,227,486,125,353,11096,1699,585,496,36,582,9397,6558,1986,90,281,25,31,426,9,417,3349,8372,6026,2346
2017,Chattooga County; Georgia,24880,12730,12150,104.8,1363,1650,1660,1481,1536,3117,3200,3419,1749,1564,2432,1368,341,40.3,5638,20037,19242,18423,5043,4141,19242,9787,9455,103.5,4141,1792,2349,76.3,24880,24526,354,24526,21638,2566,17,0,0,0,0,110,70,13,055,2,4,0,8,0,26,0,0,0,0,0,195,354,92,134,61,0,24880,21931,2696,174,171,0,262,24880,1179,343,42,7,787,23701,20676,2550,17,110,0,24,324,61,263,10961,18729,9517,9212
2017,Columbia County; Georgia,143723,70172,73551,95.4,9182,10923,10390,10220,8472,19681,20088,19739,8936,8465,10863,5132,1632,36.4,37216,111009,106507,101028,22687,17627,106507,51269,55238,92.8,17627,7923,9704,81.6,143723,139273,4450,139273,107841,23736,575,63,0,0,52,5743,1377,13,073,594,728,148,1618,908,370,0,0,0,0,0,1378,4450,1659,452,1326,53,143723,112010,25752,1396,7375,387,1689,143723,8953,3557,2628,113,2655,134770,100805,23446,327,5738,0,537,3917,50,3867,54941,102391,49357,53034
2017,Decatur County; Georgia,27023,13037,13986,93.2,1814,1720,2002,1842,1782,3421,3237,3616,1758,1618,2400,1373,440,37.9,6682,21055,20341,19311,5027,4213,20341,9691,10650,91.0,4213,1751,2462,71.1,27023,26818,205,26818,14159,11382,39,9,0,0,0,119,12,13,087,43,3,0,53,0,8,0,0,0,0,0,1119,205,21,103,57,0,27023,14364,11405,144,176,0,1141,27023,1564,1496,0,22,46,25459,13743,11375,39,119,0,0,183,0,183,12200,19762,9426,10336
2017,Floyd County; Georgia,96471,46770,49701,94.1,5955,6192,6617,7065,6949,11850,11973,12482,6447,5623,8695,4718,1905,38.3,22662,76229,73809,69002,18780,15318,73809,35162,38647,91.0,15318,6604,8714,75.8,96471,94866,1605,94866,75642,13977,103,6,4,0,0,1484,385,13,115,54,401,20,120,381,123,0,0,0,0,0,3660,1605,724,518,60,28,96471,77029,14755,675,1743,52,3883,96471,10224,3712,655,147,5710,86247,68872,13938,103,1431,0,572,1331,96,1235,40461,69367,32855,36512
2017,Forsyth County; Georgia,211300,104886,106414,98.6,13296,17357,19182,15539,9810,20858,34775,35179,12089,9792,14919,6491,2013,38.2,60530,157855,150770,143885,29209,23423,150770,73838,76932,96.0,23423,10567,12856,82.2,211300,206928,4372,206928,175339,6230,495,86,0,0,1,22318,13767,13,117,2903,772,196,2895,552,1233,41,6,13,22,0,2505,4372,1305,631,1185,96,211300,179077,8144,1597,24154,182,2995,211300,20064,10939,1730,956,6439,191236,158260,6056,382,22255,41,213,4029,327,3702,74692,133643,65104,68539
2017,Habersham County; Georgia,43878,20824,23054,90.3,2576,2636,3101,2951,3116,5030,5446,5809,2548,2777,4655,2515,718,39.5,10022,35107,33856,31850,9719,7888,33856,15717,18139,86.6,7888,3617,4271,84.7,43878,43143,735,43143,37877,1381,51,15,0,0,0,1029,40,13,137,99,111,16,0,112,651,92,0,0,0,92,2713,735,294,246,81,0,43878,38602,1732,340,1123,138,2743,43878,6210,5419,129,11,651,37668,33919,1372,43,1029,92,507,706,10,696,18328,31448,14502,16946
2017,Hart County; Georgia,25535,12502,13033,95.9,1397,1613,1462,1369,1621,2949,2919,3301,1889,1766,3019,1723,507,43.0,5395,20720,20140,19426,6435,5249,20140,9794,10346,94.7,5249,2323,2926,79.4,25535,25178,357,25178,19636,4854,9,0,0,0,0,234,91,13,147,0,0,0,23,56,64,5,5,0,0,0,440,357,131,83,37,0,25535,19993,4997,92,279,5,546,25535,947,707,56,51,133,24588,19178,4846,9,234,5,0,316,53,263,13072,19724,9554,10170
2017,Lowndes County; Georgia,113941,55796,58145,96.0,8082,8198,6710,9115,15370,17131,12798,12387,6229,5302,7517,3778,1324,30.1,27298,89366,86643,78524,15841,12619,86643,41831,44812,93.3,12619,5325,7294,73.0,113941,111662,2279,111662,66027,41416,263,116,0,0,23,2141,922,13,185,252,240,130,431,10,156,55,4,28,20,3,1760,2279,932,316,431,53,113941,67983,42697,811,2762,149,2016,113941,6179,3618,1002,434,1125,107762,62123,41124,259,2139,55,160,1902,14,1888,46358,83763,40491,43272
2017,McIntosh County; Georgia,14061,6896,7165,96.2,623,545,866,672,797,1390,1528,1929,1236,1181,2040,1119,135,49.2,2493,11902,11568,11233,3940,3294,11568,5614,5954,94.3,3294,1585,1709,92.7,14061,13867,194,13867,8756,4945,19,0,0,0,0,0,0,13,191,0,0,0,0,0,0,21,10,11,0,0,126,194,63,0,0,24,14061,8861,5032,43,65,117,137,14061,213,13,85,107,8,13848,8679,4935,19,0,21,0,194,11,183,9492,11486,5592,5894
2017,Meriwether County; Georgia,21152,10134,11018,92.0,1208,1218,1368,1448,1179,2401,2362,2955,1752,1248,2499,1154,360,42.0,4657,17039,16495,15710,4739,4013,16495,7714,8781,87.8,4013,1681,2332,72.1,21152,20718,434,20718,12215,8128,36,0,0,0,0,133,130,13,199,3,0,0,0,0,0,0,0,0,0,0,206,434,303,95,19,0,21152,12638,8442,131,152,0,223,21152,442,314,0,75,53,20710,11912,8116,36,133,0,90,423,6,417,9980,16365,7616,8749
2017,Monroe County; Georgia,26795,13475,13320,101.2,1394,1125,1998,1784,1570,3024,3279,3876,2151,2009,2756,1316,513,43.3,5579,22028,21216,20194,5876,4585,21216,10531,10685,98.6,4585,2098,2487,84.4,26795,26540,255,26540,19732,6311,34,10,0,0,0,208,130,13,207,0,42,0,36,0,0,0,0,0,0,0,255,255,91,77,50,0,26795,19987,6402,111,258,0,292,26795,631,432,71,46,82,26164,19316,6311,34,208,0,77,218,0,218,10971,20853,10259,10594
2017,Putnam County; Georgia,21430,10410,11020,94.5,1068,1352,1258,1077,1012,2511,2192,2834,1851,1549,3084,1387,255,45.6,4223,17539,17207,16533,5747,4726,17207,8421,8786,95.8,4726,2283,2443,93.5,21430,21108,322,21108,14718,5587,8,0,0,0,0,117,0,13,237,89,0,21,0,7,0,0,0,0,0,0,678,322,85,21,50,4,21430,14890,5832,173,189,146,678,21430,1406,1005,0,79,322,20024,14011,5587,2,102,0,0,322,0,322,12979,16386,7840,8546
2017,Sumter County; Georgia,30687,14492,16195,89.5,1938,2183,1883,2403,3071,3768,3270,3688,1944,1778,2849,1289,623,35.2,7212,24211,23475,21747,5711,4761,23475,10860,12615,86.1,4761,2019,2742,73.6,30687,30092,595,30092,12955,16085,27,0,0,0,0,344,42,13,261,248,3,8,0,14,29,0,0,0,0,0,681,595,192,122,68,13,30687,13482,16340,176,437,7,867,30687,1626,1261,158,47,160,29061,12210,16063,24,344,0,10,410,9,401,13888,22763,10477,12286
2017,Taliaferro County; Georgia,1844,938,906,103.5,73,77,88,108,137,233,252,223,142,119,242,80,70,43.3,296,1590,1548,1483,472,392,1548,800,748,107.0,392,167,225,74.2,1844,1841,3,1841,683,1140,0,0,0,0,0,6,6,13,265,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,1844,686,1143,0,6,0,12,1844,78,71,0,0,7,1766,622,1135,0,6,0,0,3,0,3,1091,1532,800,732
2017,Warren County; Georgia,5410,2534,2876,88.1,275,382,332,213,246,703,576,705,392,479,674,336,97,44.2,1148,4397,4262,4179,1359,1107,4262,1982,2280,86.9,1107,462,645,71.6,5410,5370,40,5370,2012,3278,0,0,0,0,0,54,43,13,301,0,11,0,0,0,0,15,0,0,0,15,11,40,2,2,3,0,5410,2050,3282,2,59,17,42,5410,31,0,0,0,31,5379,2012,3278,0,54,15,11,9,0,9,2973,4197,1935,2262
2017,Baker County; Georgia,3251,1547,1704,90.8,127,153,232,230,201,392,327,468,202,300,421,157,41,43.6,655,2679,2596,2482,839,619,2596,1213,1383,87.7,619,240,379,63.3,3251,3251,0,3251,1817,1349,6,0,0,0,0,18,18,13,007,0,0,0,0,0,0,16,0,0,0,16,45,0,0,0,0,0,3251,1817,1349,6,18,16,45,3251,174,167,0,0,7,3077,1695,1342,6,18,16,0,0,0,0,1770,2512,1190,1322
2017,Bryan County; Georgia,34883,17313,17570,98.5,2444,2745,3179,2613,1912,4630,5485,4685,2205,1477,2250,835,423,34.8,10192,25993,24691,23583,4319,3508,24691,12020,12671,94.9,3508,1625,1883,86.3,34883,33896,987,33896,27071,5317,162,94,0,0,0,546,127,13,029,158,96,17,72,29,47,27,0,27,0,0,773,987,350,91,244,21,34883,27961,5703,286,899,171,890,34883,2316,951,504,88,773,32567,25908,5097,162,540,0,20,840,0,840,13430,24041,11723,12318
2017,Butts County; Georgia,23556,12464,11092,112.4,1394,1375,1378,1252,1703,3482,3205,3291,1663,1352,2107,941,413,38.4,4978,19155,18578,17809,4218,3461,18578,10029,8549,117.3,3461,1466,1995,73.5,23556,23304,252,23304,16195,6686,17,6,0,0,0,140,44,13,035,37,17,0,9,33,0,18,0,18,0,0,248,252,135,27,22,9,23556,16413,6855,53,182,18,287,23556,725,286,274,54,111,22831,15685,6644,17,140,0,127,218,5,213,9357,18209,9820,8389
2017,Candler County; Georgia,10894,5353,5541,96.6,653,929,723,786,575,1271,1430,1277,774,657,1152,465,202,37.9,2773,8450,8121,7701,2163,1819,8121,3919,4202,93.3,1819,818,1001,81.7,10894,10644,250,10644,7344,2572,78,21,0,0,0,277,80,13,043,0,191,0,0,6,0,0,0,0,0,0,373,250,92,22,0,16,10894,7578,2680,116,277,0,493,10894,1251,1066,11,70,104,9643,6670,2561,78,87,0,0,247,117,130,4752,7742,3720,4022
2017,Camden County; Georgia,52252,26821,25431,105.5,3900,3536,3497,3467,5450,8121,5790,6569,3419,2389,4083,1675,356,31.6,12937,40630,39315,36794,7394,6114,39315,20265,19050,106.4,6114,2886,3228,89.4,52252,50414,1838,50414,38499,9691,420,79,42,0,0,732,134,13,039,91,374,12,78,28,15,47,32,15,0,0,1025,1838,833,172,302,96,52252,40128,10751,754,1186,183,1249,52252,3326,1274,1231,102,719,48926,36635,9668,327,732,47,92,1425,13,1412,21687,38225,19646,18579
2017,Carroll County; Georgia,114898,56032,58866,95.2,7401,7039,8616,9581,10512,15058,14449,14768,7051,5792,9022,4344,1265,34.4,27860,90364,87038,80106,18365,14631,87038,41656,45382,91.8,14631,6312,8319,75.9,114898,112454,2444,112454,85990,21601,474,44,0,0,108,901,253,13,045,116,73,57,138,151,113,108,0,61,37,10,3380,2444,1240,391,337,0,114898,88114,22899,1166,1278,139,3782,114898,7678,3397,904,54,3323,107220,81705,21436,303,901,108,727,2040,33,2007,45097,84217,39991,44226
2017,Crawford County; Georgia,12385,6303,6082,103.6,655,607,955,787,600,1394,1457,1938,1194,695,1416,613,74,44.2,2654,10059,9731,9250,2463,2103,9731,4850,4881,99.4,2103,968,1135,85.3,12385,12201,184,12201,9144,2885,18,18,0,0,0,136,104,13,079,0,28,0,0,0,4,0,0,0,0,0,18,184,84,19,29,0,12385,9300,2969,37,193,9,61,12385,87,3,69,0,15,12298,9103,2885,18,136,0,0,156,15,141,5340,9611,4730,4881
2017,Early County; Georgia,10405,4817,5588,86.2,666,778,660,681,655,1066,1213,1390,557,818,1089,580,252,40.5,2582,8184,7823,7521,2419,1921,7823,3575,4248,84.2,1921,779,1142,-666666666.0,10405,10335,70,10335,4807,5302,8,8,0,0,0,79,56,13,099,23,0,0,0,0,0,0,0,0,0,0,139,70,25,4,12,0,10405,4877,5356,41,91,0,139,10405,224,191,0,0,33,10181,4792,5256,8,79,0,5,41,0,41,4970,7694,3511,4183
2017,Crisp County; Georgia,23005,10813,12192,88.7,1516,1591,1567,1625,1558,2690,2489,2899,1739,1450,2267,1175,439,38.3,5705,17945,17300,16373,4759,3881,17300,7942,9358,84.9,3881,1664,2217,75.1,23005,22650,355,22650,12313,9931,0,0,0,0,0,282,184,13,081,0,8,0,30,47,13,49,18,31,0,0,75,355,164,138,19,0,23005,12668,10129,172,301,49,75,23005,745,626,0,85,34,22260,11643,9931,0,282,49,0,355,0,355,10781,16976,7823,9153
2017,Banks County; Georgia,18363,9245,9118,101.4,940,1284,1219,1220,1090,2103,2368,2663,1269,1177,2048,789,193,40.3,4271,14591,14092,13446,3606,3030,14092,6967,7125,97.8,3030,1406,1624,86.6,18363,18069,294,18069,17090,467,48,5,0,0,19,228,128,13,011,0,0,5,2,11,82,0,0,0,0,0,236,294,95,135,11,0,18363,17384,562,183,239,0,289,18363,1180,871,35,120,154,17183,16225,462,43,228,0,20,205,0,205,7659,13533,6691,6842
2017,Coffee County; Georgia,43048,22105,20943,105.5,2891,3041,2842,3075,3350,5871,5687,5804,2627,2279,3524,1592,465,35.9,10586,33664,32462,30661,6920,5581,32462,16632,15830,105.1,5581,2428,3153,77.0,43048,42645,403,42645,29078,12066,69,0,0,0,0,312,231,13,069,12,6,0,32,23,8,0,0,0,0,0,1120,403,82,0,55,0,43048,29258,12347,141,599,0,1138,43048,4870,3864,211,69,726,38178,25220,12029,36,312,0,197,384,7,377,17184,30674,15559,15115
2017,Coweta County; Georgia,138015,67326,70689,95.2,8695,10439,9742,9556,8197,16715,19343,20954,9105,7610,11275,4967,1417,37.9,35179,107040,102836,97849,21940,17659,102836,49516,53320,92.9,17659,7873,9786,80.5,138015,134632,3383,134632,106038,24223,185,23,0,0,0,2519,737,13,077,247,217,77,558,413,270,42,17,8,0,17,1625,3383,1274,785,663,29,138015,109202,25800,1141,3508,219,1801,138015,9328,4855,1436,335,2702,128687,98747,23981,133,2514,17,361,2934,0,2934,52929,98257,47152,51105
2017,Cobb County; Georgia,739072,357252,381820,93.6,47842,51430,50302,49805,48810,106541,108057,108029,47567,39282,52097,21267,8043,36.4,180436,578844,558636,530369,104993,81407,558636,266063,292573,90.9,81407,35495,45912,77.3,739072,718100,20972,718100,442931,200534,1656,274,0,0,86,37897,16675,13,067,6311,2363,1291,3853,2987,4417,427,86,154,20,167,34655,20972,8356,2136,3778,1002,739072,460137,213006,5758,43683,973,37968,739072,94405,52787,9674,3281,28663,644667,392231,194071,964,37635,305,2417,17044,1163,15881,295227,497695,233630,264065
2017,Gilmer County; Georgia,29614,14950,14664,102.0,1588,1561,1751,1669,1486,3061,3276,3947,2109,2497,4225,1961,483,46.0,6010,24417,23604,22790,8197,6669,23604,11844,11760,100.7,6669,3252,3417,95.2,29614,29139,475,29139,27031,518,253,2,0,0,0,145,0,13,123,66,73,0,0,4,2,3,0,0,0,3,1189,475,114,246,50,0,29614,27506,632,499,195,3,1254,29614,3404,2490,78,13,823,26210,25331,179,28,145,3,186,338,2,336,16890,22105,11027,11078
2017,Dade County; Georgia,16282,7956,8326,95.6,780,768,1013,1299,1279,1702,2101,2133,1128,1194,1760,812,313,41.8,3124,13585,13158,12015,3519,2885,13158,6316,6842,92.3,2885,1257,1628,77.2,16282,16127,155,16127,15484,113,109,109,0,0,0,251,8,13,083,5,136,0,64,0,38,137,126,0,0,11,33,155,24,54,8,24,16282,15607,169,187,267,137,70,16282,355,191,36,12,116,15927,15274,84,109,183,118,25,134,16,118,7332,13024,6248,6776
2017,Walton County; Georgia,88695,43120,45575,94.6,5525,6072,6913,6200,5605,10107,11526,13113,5813,4816,8061,3725,1219,38.9,22542,68621,66153,62462,15713,13005,66153,31619,34534,91.6,13005,5778,7227,80.0,88695,87326,1369,87326,70069,14692,188,0,82,0,0,1090,225,13,297,60,256,70,34,171,274,64,45,12,7,0,1223,1369,383,315,300,17,88695,71234,15209,571,1496,137,1460,88695,3557,2153,366,103,935,85138,67361,14619,188,1090,64,631,1185,113,1072,33041,64874,31064,33810
